student_id,gender,school_type,location,extracurricular,parent_education,income_level,study_hours_per_day,attendance_pct,sleep_hours,math_score,science_score,english_score,social_score,average_score,grade
STU0448,Female,Private,Semi-Urban,None,Secondary,Middle,3.6,66.3,8.6,83.2,89.7,79.1,74.5,81.62,A
STU0449,Male,Government,Rural,Music,Secondary,Low,3.3,76.7,6.4,65.5,63.1,78.8,61.2,67.15,C
STU0450,Male,Private,Urban,None,Post-Graduate,Middle,2.6,81.8,5.9,76.6,84.6,64.2,71.7,74.27,B
STU0451,Female,Government,Urban,Music,Post-Graduate,Middle,4.6,70.5,5.9,74.1,73.7,68.6,64.0,70.1,B
STU0452,Male,Government,Rural,Coding,Secondary,Middle,2.7,79.6,7.5,52.5,43.6,52.4,55.6,51.02,D
STU0453,Female,Government,Rural,Dance,Graduate,Low,4.3,76.6,8.3,48.1,43.8,42.7,47.7,45.58,F
STU0454,Male,Private,Semi-Urban,None,Graduate,,3.9,69.7,,73.0,73.1,66.7,71.8,71.15,B
STU0455,Female,Private,Urban,Coding,Primary,High,5.0,58.4,6.2,86.9,85.6,70.6,86.3,82.35,A
STU0456,Male,Semi-Private,Semi-Urban,Sports,No Schooling,Low,4.4,94.0,5.2,81.2,75.1,62.9,73.2,73.1,B
STU0457,Female,Government,Urban,Coding,Graduate,Low,2.8,84.8,7.1,56.2,48.3,64.8,55.3,56.15,D
STU0458,Female,Semi-Private,Urban,Art,Secondary,High,2.3,68.8,8.8,58.3,63.1,53.6,59.1,58.52,D
STU0459,Female,Private,Urban,Coding,Secondary,Low,5.6,82.9,7.5,79.4,65.5,76.9,72.0,73.45,B
STU0460,Male,Government,Rural,Coding,Post-Graduate,Middle,3.4,67.6,5.4,70.2,73.2,68.2,61.8,68.35,C
STU0461,Female,Government,Semi-Urban,Coding,Primary,Low,6.1,77.5,6.9,63.6,57.0,51.4,60.2,58.05,D
STU0462,Female,Government,Urban,Sports,Secondary,Low,0.5,85.1,5.8,54.6,66.0,41.0,60.8,55.6,D
STU0463,Male,Government,Rural,Sports,Post-Graduate,Middle,4.3,83.6,7.4,85.8,73.7,73.0,59.7,73.05,B
STU0464,Female,Semi-Private,Rural,Art,Secondary,Middle,5.3,73.1,6.9,68.5,55.9,65.0,68.0,64.35,C
STU0465,Male,Government,Urban,Music,Graduate,Low,4.1,87.8,6.7,78.4,75.8,65.0,71.8,72.75,B
STU0466,Male,Government,Urban,None,No Schooling,Middle,4.3,78.1,6.2,70.6,76.7,61.3,60.8,67.35,C
STU0467,Female,Private,Rural,Sports,Post-Graduate,Middle,4.9,71.7,7.5,100.0,100.0,73.9,94.1,92.0,A+
STU0468,Female,Government,Urban,None,Primary,Middle,5.2,98.1,8.4,67.7,73.6,62.2,53.7,64.3,C
STU0469,Female,Private,Rural,Art,Secondary,High,4.9,64.5,8.9,69.7,70.6,64.8,61.0,66.53,C
STU0470,Female,Government,Urban,Coding,Primary,Middle,5.8,82.8,7.5,58.2,52.4,54.4,63.7,57.18,D
STU0471,Female,Government,Semi-Urban,Art,Secondary,Low,3.3,95.0,8.5,75.2,70.6,60.9,54.9,65.4,C
STU0472,Female,Semi-Private,Rural,None,Graduate,Low,6.5,57.6,5.8,83.4,79.4,68.0,78.2,77.25,B
STU0473,Female,Government,Rural,None,Secondary,Middle,2.4,97.6,6.6,66.9,64.5,53.1,71.6,64.03,C
STU0474,Male,Government,Rural,Art,Primary,High,5.4,98.3,5.8,76.4,74.9,66.5,76.8,73.65,B
STU0475,Male,Government,Semi-Urban,Music,Secondary,Low,4.6,72.4,6.4,69.9,71.1,58.7,66.7,66.6,C
STU0476,Female,Government,Semi-Urban,None,Post-Graduate,High,7.4,81.5,,83.2,79.7,87.0,67.8,79.42,B
STU0477,Male,Private,Urban,Dance,No Schooling,,4.4,69.2,9.0,70.4,71.4,79.3,70.6,72.93,B
STU0478,Female,Semi-Private,Rural,Coding,,Low,5.0,68.1,6.6,76.8,79.1,77.5,65.0,74.6,B
STU0479,Female,Government,Rural,Dance,Graduate,High,1.5,64.4,6.8,81.0,74.4,74.6,71.7,75.42,B
STU0480,Male,Private,Rural,None,Graduate,Low,5.3,98.3,5.1,96.8,89.3,84.7,85.1,88.98,A
STU0481,Female,Private,Semi-Urban,Sports,Graduate,Middle,4.4,75.2,4.6,72.9,79.5,60.2,57.7,67.58,C
STU0482,Male,Private,Urban,Art,Primary,,5.1,61.4,9.0,78.8,79.5,72.5,80.1,77.72,B
STU0483,Male,Private,Rural,Music,Secondary,Low,2.6,90.5,6.7,76.8,75.9,69.0,68.8,72.62,B
STU0484,Female,Private,Rural,Dance,Primary,Middle,3.3,86.1,9.8,89.6,81.0,72.9,79.2,80.68,A
STU0485,Male,Private,Semi-Urban,Dance,Graduate,High,4.3,82.5,6.8,93.5,98.1,78.1,78.5,87.05,A
STU0486,Female,Private,Rural,Sports,Primary,Middle,3.9,70.1,5.5,72.9,72.9,51.4,61.4,64.65,C
STU0487,Male,Government,Rural,None,No Schooling,Middle,4.4,73.2,7.0,63.6,72.6,50.9,63.2,62.58,C
STU0488,Female,Private,Semi-Urban,Sports,Secondary,Middle,4.2,100.0,7.1,74.5,75.7,71.5,72.1,73.45,B
STU0489,Female,Private,Rural,Music,Post-Graduate,Low,3.3,82.6,7.2,89.7,88.1,89.5,100.0,91.82,A+
STU0490,Female,Government,Semi-Urban,None,Graduate,Middle,3.6,71.7,6.9,78.3,74.6,75.8,68.5,74.3,B
STU0491,Female,Government,Urban,Dance,No Schooling,,2.9,86.9,5.2,63.1,72.6,54.6,55.5,61.45,C
STU0492,Male,Private,Semi-Urban,Dance,Secondary,Middle,8.1,88.1,5.2,95.0,100.0,72.4,91.7,89.78,A
STU0493,Female,Semi-Private,Urban,Art,No Schooling,Middle,4.5,99.8,8.4,71.8,73.1,56.5,71.3,68.18,C
STU0494,Male,Government,Rural,Music,Secondary,Low,6.6,78.8,,83.6,89.3,79.6,72.9,81.35,A
STU0495,Female,Semi-Private,Rural,Dance,Graduate,Middle,2.4,86.8,6.7,62.8,64.8,61.6,60.7,62.47,C
STU0496,Female,Private,Semi-Urban,Sports,Graduate,High,3.9,84.4,4.8,73.6,62.7,62.4,77.8,69.12,C
STU0497,Female,Government,Urban,Dance,Graduate,Low,3.3,69.4,8.4,75.2,80.8,65.7,59.8,70.38,B
STU0498,Male,Government,Urban,Sports,Post-Graduate,Low,4.6,61.6,6.0,62.8,67.0,73.8,53.0,64.15,C
STU0499,Male,Government,Rural,Sports,Secondary,Middle,4.3,85.5,7.4,65.9,59.3,46.9,63.7,58.95,D
STU0500,Male,Semi-Private,Rural,Coding,Post-Graduate,Middle,2.3,86.3,6.4,74.9,78.4,68.7,63.2,71.3,B
STU0501,Male,Semi-Private,Semi-Urban,Coding,,Low,4.7,48.8,6.4,76.6,71.6,60.4,64.9,68.38,C
STU0502,Female,Government,Rural,Coding,Graduate,,4.4,84.4,6.0,75.3,72.7,59.8,76.8,71.15,B
STU0503,Male,Government,Semi-Urban,None,Post-Graduate,Middle,4.4,77.1,,52.0,52.9,52.5,52.5,52.48,D
STU0504,Male,Semi-Private,Semi-Urban,None,Post-Graduate,Low,5.7,83.2,7.5,91.4,92.0,96.3,80.7,90.1,A+
STU0505,Female,Government,Rural,Dance,Post-Graduate,Middle,5.4,72.2,7.4,76.9,76.4,75.3,64.1,73.18,B
STU0506,Female,Semi-Private,Rural,Dance,Secondary,Low,6.4,95.5,7.0,92.8,83.1,96.4,84.8,89.28,A
STU0507,Female,Private,Urban,Sports,Secondary,Middle,4.5,90.4,,74.8,75.1,53.1,76.0,69.75,C
STU0508,Male,Private,Urban,None,Post-Graduate,Middle,5.4,61.3,5.6,99.1,100.0,93.2,78.2,92.62,A+
STU0509,Male,Private,Rural,Dance,Secondary,Middle,3.7,66.2,7.6,65.9,67.5,68.3,52.2,63.47,C
STU0510,Male,Government,Urban,None,Graduate,Low,4.3,78.7,8.5,68.9,67.8,61.6,67.9,66.55,C
STU0511,Female,Government,Rural,Music,Graduate,Middle,4.9,70.6,7.3,82.9,87.0,82.1,70.4,80.6,A
STU0512,Female,Semi-Private,Rural,Sports,Graduate,Low,3.3,91.0,8.0,95.1,96.0,100.0,78.4,92.38,A+
STU0513,Female,Private,Semi-Urban,Coding,No Schooling,Low,4.1,65.9,6.5,62.1,59.6,59.0,52.9,58.4,D
STU0514,Female,Government,Rural,None,Secondary,,2.1,90.9,7.5,85.4,90.9,74.5,81.6,83.1,A
STU0515,Female,Private,Rural,Dance,Post-Graduate,Low,5.9,48.9,6.5,66.4,68.0,70.5,66.2,67.78,C
STU0516,Male,Semi-Private,Urban,Sports,,High,5.9,73.1,5.0,84.4,86.8,85.6,78.3,83.78,A
STU0517,Male,Government,Urban,Art,Graduate,Middle,2.2,94.7,6.7,83.6,82.4,73.9,71.9,77.95,B
STU0518,Male,Private,Urban,Sports,Graduate,High,5.7,77.3,8.4,78.3,77.7,67.1,64.9,72.0,B
STU0519,Female,Government,Urban,Music,Primary,Low,5.5,78.3,5.4,80.0,84.8,81.9,67.8,78.62,B
STU0520,Female,Semi-Private,Semi-Urban,Sports,Primary,Middle,4.5,87.3,9.0,69.9,66.9,60.9,57.7,63.85,C
STU0521,Female,Government,Rural,Coding,Graduate,Low,4.5,84.3,6.3,68.4,82.3,62.7,60.0,68.35,C
STU0522,Male,Government,Urban,Coding,Primary,Low,4.9,76.7,7.7,57.2,53.7,56.1,54.0,55.25,D
STU0523,Male,Government,Semi-Urban,None,Secondary,Middle,2.0,93.8,8.8,65.1,61.4,58.8,65.3,62.65,C
STU0524,Male,Private,Rural,None,Post-Graduate,Middle,7.5,79.6,9.2,97.6,100.0,88.1,86.3,93.0,A+
STU0525,Female,Government,Rural,Dance,Graduate,,0.7,84.5,8.9,53.4,53.3,43.8,49.5,50.0,D
STU0526,Male,Private,Urban,Dance,Post-Graduate,Middle,1.8,89.3,6.1,92.7,96.3,88.3,94.1,92.85,A+
STU0527,Female,Private,Rural,Sports,Secondary,Low,5.6,48.8,8.4,72.7,81.8,63.6,41.8,64.97,C
STU0528,Male,Semi-Private,Rural,Coding,Graduate,Middle,5.4,69.4,,78.8,81.2,84.2,75.5,79.92,B
STU0529,Female,Private,Rural,Sports,Secondary,Middle,6.6,70.9,5.9,86.8,88.8,79.7,81.1,84.1,A
STU0530,Female,Government,Urban,Coding,Primary,Middle,4.2,85.9,6.3,91.7,88.4,91.2,85.1,89.1,A
STU0531,Female,Government,Semi-Urban,Sports,Post-Graduate,Middle,2.6,98.9,8.5,85.8,80.7,83.0,83.1,83.15,A
STU0532,Female,Semi-Private,Rural,None,Primary,Middle,4.1,55.6,6.4,72.9,63.7,75.9,58.0,67.62,C
STU0533,Male,Semi-Private,Semi-Urban,None,Primary,Middle,5.3,73.0,6.1,70.0,65.7,60.9,70.7,66.82,C
STU0534,Female,Government,Urban,Art,Graduate,Middle,3.0,91.1,8.9,74.2,71.4,58.6,70.0,68.55,C
STU0535,Female,Private,Urban,Art,Graduate,Middle,2.4,57.1,6.8,76.4,71.9,62.8,66.3,69.35,C
STU0536,Female,Government,Semi-Urban,Art,Post-Graduate,Middle,4.0,82.6,7.8,76.3,74.8,62.1,73.4,71.65,B
STU0537,Female,Semi-Private,Rural,Dance,Primary,Middle,2.9,83.5,5.9,76.1,73.3,63.1,70.1,70.65,B
STU0538,Male,Government,Urban,None,Primary,Low,3.7,84.5,6.5,91.0,96.1,73.0,74.2,83.58,A
STU0539,Female,Private,Urban,Sports,Secondary,High,3.1,64.5,6.8,64.3,56.4,58.7,45.3,56.18,D
STU0540,Male,Private,Urban,Sports,Graduate,Middle,4.9,77.5,6.3,87.5,93.4,85.4,68.8,83.78,A
STU0541,Female,Semi-Private,Semi-Urban,Art,,Middle,3.3,63.6,6.9,66.7,70.8,51.4,56.4,61.32,C
STU0542,Male,Semi-Private,Urban,Dance,Primary,High,3.2,91.3,5.9,69.0,63.5,58.3,66.0,64.2,C
STU0543,Male,Government,Semi-Urban,Dance,Graduate,High,5.1,65.2,6.9,67.0,59.4,70.1,51.5,62.0,C
STU0544,Female,Semi-Private,Urban,Art,Graduate,Middle,2.3,78.4,8.4,65.8,69.2,48.6,63.5,61.78,C
STU0545,Female,Private,Urban,Sports,Primary,,2.6,100.0,5.0,93.7,97.1,84.6,85.1,90.12,A+
STU0546,Female,Private,Rural,Dance,Post-Graduate,Middle,4.5,91.5,6.8,91.1,86.3,87.1,95.3,89.95,A
STU0547,Female,Semi-Private,Semi-Urban,Coding,Secondary,Low,2.7,56.8,6.4,73.6,65.7,84.2,69.4,73.22,B
STU0548,Male,Government,Rural,Coding,Post-Graduate,Middle,6.0,74.4,6.3,78.6,76.2,52.9,56.4,66.03,C
STU0549,Male,Private,Rural,Music,Post-Graduate,Middle,2.4,78.8,9.3,84.4,65.1,66.2,83.5,74.8,B
STU0550,Male,Semi-Private,Rural,Coding,Secondary,,3.8,75.7,8.7,76.7,80.0,72.5,63.0,73.05,B
STU0551,Male,Government,Urban,Art,Secondary,Middle,2.7,82.7,6.4,63.7,59.9,56.2,52.2,58.0,D
STU0552,Male,Semi-Private,Rural,Sports,Secondary,Middle,6.2,85.4,5.4,83.8,85.0,54.3,73.7,74.2,B
STU0553,Male,Semi-Private,Urban,Music,Graduate,Low,2.4,100.0,8.8,86.5,97.3,75.0,81.1,84.98,A
STU0554,Male,Government,Semi-Urban,None,Primary,,6.9,72.4,7.5,64.3,61.9,52.4,57.5,59.02,D
STU0555,Female,Semi-Private,Rural,Sports,Graduate,Middle,4.1,86.9,5.6,80.5,84.6,60.2,72.5,74.45,B
STU0556,Female,Government,Rural,Music,Graduate,Middle,3.7,75.8,5.9,74.8,73.3,65.5,61.4,68.75,C
STU0557,Male,Private,Urban,None,Secondary,High,0.9,96.8,7.1,79.4,76.7,61.9,63.3,70.32,B
STU0558,Male,Private,Urban,Dance,Post-Graduate,Middle,6.5,82.7,9.1,100.0,100.0,83.1,89.4,93.12,A+
STU0559,Male,Government,Rural,Sports,Graduate,Middle,4.8,78.5,6.6,79.9,76.6,83.3,61.2,75.25,B
STU0560,Male,Semi-Private,Urban,Sports,No Schooling,Middle,2.2,74.9,7.5,72.1,75.4,81.2,60.7,72.35,B
STU0561,Male,Private,Urban,Dance,,Middle,3.2,67.6,6.3,70.9,72.8,58.0,62.4,66.02,C
STU0562,Male,Private,Urban,Sports,Secondary,Middle,1.5,88.4,7.6,84.8,87.3,78.0,77.5,81.9,A
STU0563,Male,Semi-Private,Rural,Art,Post-Graduate,Low,2.8,68.2,5.0,76.0,79.8,74.6,67.0,74.35,B
STU0564,Female,Government,Semi-Urban,Music,Secondary,Middle,3.8,55.6,7.8,70.5,73.6,58.2,62.2,66.12,C
STU0565,Male,Private,Urban,None,Post-Graduate,Middle,6.5,66.5,7.3,80.3,76.9,65.5,63.6,71.58,B
STU0566,Male,Semi-Private,Rural,None,Secondary,High,7.7,79.8,6.0,90.4,87.8,86.9,77.4,85.62,A
STU0567,Male,Government,Urban,Music,Secondary,Middle,4.8,63.3,4.0,69.3,71.0,62.1,61.7,66.03,C
STU0568,Male,Private,Rural,Art,Graduate,High,1.7,68.3,,70.4,59.3,63.1,67.2,65.0,C
STU0569,Male,Private,Urban,Sports,Primary,Low,7.5,55.3,4.9,91.9,94.1,73.8,75.9,83.93,A
STU0570,Male,Government,Rural,Dance,Post-Graduate,Middle,1.3,68.1,8.5,67.3,63.8,54.0,55.6,60.18,C
STU0571,Male,Government,Rural,Dance,Primary,High,5.3,98.5,6.0,75.2,81.5,69.4,59.7,71.45,B
STU0572,Female,Private,Urban,Sports,Post-Graduate,Middle,4.1,70.4,7.5,73.0,61.2,63.6,67.5,66.32,C
STU0573,Female,Government,Urban,Coding,Post-Graduate,Middle,5.8,76.7,7.7,75.3,78.1,69.7,65.8,72.22,B
STU0574,Male,Semi-Private,Rural,None,Graduate,Middle,2.9,100.0,9.0,79.2,80.8,79.8,70.4,77.55,B
STU0575,Female,Government,Rural,Music,Secondary,High,5.6,82.0,5.7,68.8,69.7,64.7,59.7,65.72,C
STU0576,Male,Private,Semi-Urban,Music,Graduate,High,6.2,81.5,7.0,100.0,100.0,84.8,85.0,92.45,A+
STU0577,Female,Government,Rural,None,Secondary,Middle,4.6,66.5,5.8,65.8,65.9,68.2,56.4,64.07,C
STU0578,Male,Private,Urban,Music,Post-Graduate,Middle,4.0,80.7,5.7,78.4,79.9,71.4,74.2,75.98,B
STU0579,Male,Private,Urban,None,No Schooling,High,5.5,98.8,7.1,73.3,66.0,77.8,66.9,71.0,B
STU0580,Male,Semi-Private,Urban,Art,Secondary,Low,6.0,63.5,8.0,75.6,76.4,63.6,78.8,73.6,B
STU0581,Male,Private,Rural,Sports,Post-Graduate,Middle,3.3,75.8,,89.9,88.4,80.5,77.8,84.15,A
STU0582,Female,Government,Rural,None,Secondary,,3.0,63.9,6.7,55.3,53.7,49.3,63.3,55.4,D
STU0583,Male,Semi-Private,Urban,Art,,Middle,3.0,97.4,6.9,66.1,56.5,62.0,58.9,60.88,C
STU0584,Female,Government,Rural,None,Graduate,Middle,0.6,63.8,7.0,54.0,64.4,52.7,54.8,56.48,D
STU0585,Female,Semi-Private,Urban,Art,Post-Graduate,Middle,5.4,69.6,7.2,82.6,76.9,75.1,69.8,76.1,B
STU0586,Male,Semi-Private,Semi-Urban,Art,Secondary,Low,4.0,64.1,7.3,62.4,60.6,64.5,61.3,62.2,C
STU0587,Male,Government,Semi-Urban,Art,Post-Graduate,High,3.6,61.4,5.6,72.1,63.2,69.6,49.5,63.6,C
STU0588,Female,Government,Rural,Sports,Secondary,Middle,3.3,79.1,4.0,79.2,70.5,91.9,62.6,76.05,B
STU0589,Male,Semi-Private,Urban,None,Graduate,Middle,4.7,73.8,6.7,77.8,69.2,92.0,63.4,75.6,B
STU0590,Female,Semi-Private,Urban,Coding,Secondary,Middle,3.0,82.2,9.4,68.2,77.5,57.3,76.9,69.97,C
STU0591,Female,Private,Urban,None,Primary,Middle,5.3,85.5,7.1,89.9,80.3,77.2,87.3,83.68,A
STU0592,Female,Semi-Private,Rural,None,Graduate,Middle,3.4,57.8,6.8,61.5,58.1,47.0,59.0,56.4,D
STU0593,Female,Semi-Private,Urban,Art,Secondary,Middle,2.3,81.6,7.0,73.5,71.1,80.4,63.9,72.22,B
STU0594,Female,Private,Semi-Urban,Music,Secondary,Middle,4.9,67.0,6.2,79.3,74.9,68.9,67.4,72.62,B
STU0595,Female,Private,Rural,Music,Secondary,Middle,2.7,79.7,6.9,88.6,83.4,82.3,74.6,82.22,A
STU0596,Female,Private,Urban,None,Graduate,Low,3.9,82.0,7.1,92.1,89.5,73.6,86.4,85.4,A
STU0597,Male,Government,Semi-Urban,Music,Secondary,High,5.4,74.9,7.0,56.5,49.1,54.0,53.8,53.35,D
STU0598,Female,Private,Rural,Coding,Secondary,Middle,4.1,93.8,7.1,83.7,89.3,62.0,81.3,79.08,B
STU0599,Male,Private,Semi-Urban,Music,Secondary,Low,4.2,60.8,7.1,64.1,73.4,69.0,63.2,67.42,C
STU0600,Female,Private,Urban,Music,No Schooling,Middle,3.3,64.5,6.9,77.9,85.4,85.9,73.2,80.6,A
STU0601,Female,Government,Urban,Art,,,4.3,80.9,8.4,65.5,53.9,66.3,54.9,60.15,C
STU0602,Female,Semi-Private,Rural,None,Graduate,Middle,3.1,100.0,9.3,84.6,72.6,69.3,70.2,74.18,B
STU0603,Male,Private,Urban,Coding,Graduate,Middle,4.8,66.7,5.0,91.0,81.6,86.8,81.7,85.28,A
STU0604,Male,Government,Semi-Urban,Coding,Secondary,Low,3.5,77.2,6.3,52.4,55.6,51.1,52.6,52.92,D
STU0605,Female,Government,Rural,None,Graduate,Low,3.7,92.3,4.3,85.3,82.2,88.6,74.9,82.75,A
STU0606,Female,Semi-Private,Urban,Coding,No Schooling,Low,2.5,89.0,7.6,75.3,89.7,75.8,59.5,75.08,B
STU0607,Female,Government,Semi-Urban,Dance,Post-Graduate,High,4.8,85.4,8.5,71.1,71.2,56.8,66.4,66.38,C
STU0608,Female,Private,Semi-Urban,Dance,Graduate,Middle,3.2,69.4,7.1,86.8,93.2,88.1,82.7,87.7,A
STU0609,Female,Government,Urban,Music,Secondary,Middle,2.4,77.7,7.1,54.1,60.6,50.3,43.6,52.15,D
STU0610,Male,Government,Rural,None,Secondary,Middle,3.2,78.4,6.3,73.5,67.5,78.0,64.8,70.95,B
STU0611,Female,Semi-Private,Urban,Music,Graduate,Middle,5.2,90.5,7.2,82.0,77.0,62.2,67.0,72.05,B
STU0612,Male,Private,Urban,Art,Graduate,Middle,4.9,76.4,6.9,72.6,81.9,70.9,72.8,74.55,B
STU0613,Male,Semi-Private,Semi-Urban,None,,Low,0.6,94.3,8.3,75.5,65.2,66.8,82.4,72.47,B
STU0614,Female,Government,Semi-Urban,Coding,Secondary,Low,3.0,77.3,9.4,77.2,76.2,71.4,79.0,75.95,B
STU0615,Female,Private,Rural,Art,Graduate,Middle,6.2,79.7,8.9,90.1,94.3,76.2,69.0,82.4,A
STU0616,Male,Government,Semi-Urban,Art,Secondary,High,5.9,76.5,9.7,74.2,77.1,72.1,69.8,73.3,B
STU0617,Male,Semi-Private,Urban,None,Graduate,Low,2.1,75.9,7.8,67.3,64.9,54.7,65.7,63.15,C
STU0618,Female,Semi-Private,Urban,Music,Secondary,Low,5.3,77.1,,81.7,79.1,61.9,85.5,77.05,B
STU0619,Female,Private,Urban,Dance,Primary,Low,1.8,78.4,7.0,72.4,64.8,60.5,61.9,64.9,C
STU0620,Male,Government,Rural,Music,Secondary,Middle,2.7,58.5,7.4,73.0,67.5,61.1,65.5,66.78,C
STU0621,Female,Private,Semi-Urban,Dance,Graduate,Low,2.4,74.6,7.4,77.8,87.6,68.6,62.0,74.0,B
STU0622,Female,Private,Urban,Sports,Secondary,Low,5.1,98.3,8.6,97.2,98.4,93.3,76.3,91.3,A+
STU0623,Male,Semi-Private,Semi-Urban,Dance,Graduate,Middle,4.0,56.2,6.8,57.4,53.7,46.3,54.4,52.95,D
STU0624,Female,Private,Semi-Urban,None,Graduate,Low,4.8,75.1,5.7,89.9,93.6,87.7,90.2,90.35,A+
STU0625,Female,Government,Urban,Dance,Graduate,Low,1.1,71.3,7.0,63.0,60.2,63.2,58.6,61.25,C
STU0626,Female,Private,Urban,Sports,,Middle,5.3,81.9,5.9,93.2,86.6,92.3,82.9,88.75,A
STU0627,Female,Private,Urban,Coding,Post-Graduate,Middle,6.5,84.1,6.7,100.0,96.5,87.1,79.1,90.68,A+
STU0628,Female,Semi-Private,Rural,Coding,Graduate,High,4.4,79.8,4.9,87.0,78.5,91.4,78.6,83.88,A
STU0629,Female,Semi-Private,Urban,Dance,Graduate,Middle,7.0,53.9,7.0,78.0,87.6,68.9,66.5,75.25,B
STU0630,Female,Semi-Private,Rural,Music,Secondary,Low,5.3,53.7,5.9,65.8,69.6,68.1,57.5,65.25,C
STU0631,Female,Private,Semi-Urban,Dance,Post-Graduate,Middle,6.7,46.0,7.9,72.0,75.7,79.6,77.6,76.22,B
STU0632,Male,Private,Urban,None,Post-Graduate,Middle,3.7,76.4,6.5,88.0,84.8,89.4,75.3,84.38,A
STU0633,Female,Semi-Private,Semi-Urban,None,Graduate,Low,4.5,58.3,4.7,84.0,83.6,75.5,72.8,78.97,B
STU0634,Male,Government,Urban,Art,Primary,Low,3.0,49.8,6.5,67.1,64.1,53.2,63.2,61.9,C
STU0635,Male,Private,Urban,Music,Graduate,Low,1.8,67.0,6.9,69.6,61.1,56.5,39.0,56.55,D
STU0636,Female,Private,Rural,Music,Secondary,High,2.8,69.8,7.4,83.4,88.8,68.0,69.3,77.38,B
STU0637,Male,Government,Urban,Dance,Primary,High,4.4,77.0,7.6,76.8,81.6,64.8,56.9,70.02,B
STU0638,Female,Private,Urban,Dance,Graduate,Middle,2.1,78.1,6.0,83.6,86.0,75.8,71.0,79.1,B
STU0639,Female,Private,Urban,None,Post-Graduate,Low,4.2,78.7,6.1,86.8,87.0,83.9,90.8,87.13,A
STU0640,Female,Government,Rural,Art,Primary,Middle,0.7,87.8,7.0,57.3,52.0,59.9,34.4,50.9,D
STU0641,Male,Private,Semi-Urban,Sports,Primary,Middle,3.5,74.5,7.4,77.7,79.7,78.7,58.5,73.65,B
STU0642,Female,Private,Urban,Dance,Secondary,Middle,4.4,87.0,7.6,87.1,81.3,86.2,87.2,85.45,A
STU0643,Female,Private,Urban,Music,Post-Graduate,High,2.9,73.8,8.1,77.7,72.7,70.1,69.0,72.38,B
STU0644,Male,Private,Rural,Coding,Graduate,Middle,3.5,73.2,5.0,76.2,70.4,75.0,72.0,73.4,B
STU0645,Male,Government,Semi-Urban,Dance,,High,4.0,71.1,8.2,72.4,68.5,64.4,66.6,67.97,C
STU0646,Male,Government,Urban,Art,Graduate,High,3.4,77.6,8.0,64.8,60.3,62.5,60.7,62.08,C
STU0647,Male,Private,Urban,Music,Graduate,Middle,4.4,85.9,8.0,80.3,84.7,71.4,69.8,76.55,B
STU0648,Female,Semi-Private,Urban,Coding,Secondary,Middle,1.5,85.7,,53.6,47.5,50.4,28.2,44.92,F
STU0649,Female,Semi-Private,Semi-Urban,Coding,Primary,Middle,2.2,85.3,7.3,58.6,58.5,52.1,54.7,55.97,D
STU0650,Female,Private,Urban,Art,Graduate,Middle,2.5,81.7,7.6,83.8,87.4,62.0,82.7,78.97,B
STU0651,Male,Private,Rural,Music,Secondary,Middle,3.7,64.2,6.8,83.0,90.3,73.4,81.4,82.02,A
STU0652,Male,Semi-Private,Urban,Dance,Secondary,Middle,6.7,100.0,8.1,85.8,88.1,82.8,80.7,84.35,A
STU0653,Female,Private,Urban,Art,Graduate,Middle,4.9,62.0,5.6,87.4,76.0,86.9,77.2,81.88,A
STU0654,Female,Government,Urban,None,Secondary,Middle,1.4,79.5,7.9,43.3,41.9,45.7,43.7,43.65,F
STU0655,Female,Private,Urban,Music,Secondary,High,4.3,100.0,7.6,87.3,91.6,71.6,83.8,83.57,A
STU0656,Female,Private,Urban,Art,Primary,Low,3.2,88.6,8.8,63.6,57.7,55.0,48.2,56.12,D
STU0657,Female,Private,Urban,Art,Graduate,Middle,3.3,69.6,9.3,71.1,79.1,52.6,77.5,70.07,B
STU0658,Male,Private,Rural,Sports,Secondary,High,2.9,92.6,6.8,83.4,91.2,81.3,81.8,84.43,A
STU0659,Male,Semi-Private,Urban,Sports,Secondary,Low,3.6,80.3,8.8,79.4,82.4,65.4,84.5,77.93,B
STU0660,Female,Government,Urban,Coding,Graduate,High,1.3,68.2,7.4,46.3,52.0,47.3,47.2,48.2,F
STU0661,Male,Private,Rural,Dance,Graduate,Middle,3.8,80.6,,68.2,75.5,66.6,58.9,67.3,C
STU0662,Female,Private,Urban,None,Secondary,High,4.5,73.6,7.5,73.9,74.3,60.7,70.4,69.82,C
STU0663,Female,Private,Urban,None,Primary,High,2.8,75.4,5.4,57.1,62.4,55.7,59.0,58.55,D
STU0664,Female,Private,Urban,Art,Post-Graduate,Middle,3.2,78.5,,80.0,73.1,87.5,85.5,81.53,A
STU0665,Male,Semi-Private,Semi-Urban,Art,No Schooling,Low,2.2,86.4,5.3,71.8,76.2,63.2,63.4,68.65,C
STU0666,Female,Private,Urban,Coding,Graduate,Middle,3.4,88.8,7.6,69.5,71.9,72.8,60.7,68.72,C
STU0667,Female,Private,Urban,Art,Post-Graduate,Low,4.1,69.3,4.0,100.0,100.0,92.1,95.4,96.88,A+
STU0668,Female,Government,Urban,Music,Secondary,High,3.7,82.3,6.7,66.5,64.2,64.0,59.6,63.58,C
STU0669,Female,Semi-Private,Urban,Dance,Primary,Middle,5.0,74.8,7.0,75.9,83.6,68.8,64.5,73.2,B
